id,case_text,isP_bin,1RE_val,2RE_val,G_val,A_val
9B18M100,,0,,,,
9B18M101,,1,BROWN,EASTERN AFRICA,WOMAN,
9B18M102,,1,BLACK,WESTERN EUROPE,MAN,
9B18M104,,1,BROWN,NORTH AMERICA,MAN,
9B18M105,,1,WHITE,EASTERN EUROPE,MAN,
9B18M106,,1,WHITE,SOUTHERN ASIA,WOMAN,29
9B18M107,,1,ASIAN,NORTH AMERICA,MAN,
9B18M108,,1,ASIAN,,WOMAN,
9B18M109,,1,WHITE,SOUTHERN ASIA,MAN,
9B18M110,,1,WHITE,NORTH AMERICA,WOMAN,57
9B18M111,,1,WHITE,NORTH AMERICA,MAN,49
9B18M112,,1,WHITE,NORTH AMERICA,WOMAN,57
9B18M113,,1,WHITE,WESTERN EUROPE,WOMAN,57
9B18M114,,1,BROWN,,MAN,
9B18M115,,1,WHITE,EASTERN ASIA,MAN,55
9B18M116,,1,WHITE,NORTH AMERICA,MAN,
9B18M118,,1,WHITE,SOUTHERN ASIA,MAN,66
9B18M119,,1,WHITE,WESTERN EUROPE,MAN,
9B18M124,,1,ASIAN,NORTH AMERICA,MAN,
9B18M125,,1,,SOUTH AMERICA,MAN,
9B18M126,,1,WHITE,,MAN,
9B18M127,,1,ASIAN,NORTH AMERICA,MAN,33
9B18M128,,0,,,,
9B18M129,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M130,,1,WHITE,,MAN,
9B18M137,,1,ASIAN,NORTH AMERICA,MAN,
9B18M138,,1,,NORTH AMERICA,MAN,
9B18M139,,1,BROWN,,WOMAN,
9B18M140,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M141,,1,WHITE,EASTERN ASIA,MAN,
9B18M142,,1,ASIAN,SOUTHERN ASIA,MAN,56
9B18M143,,1,BROWN,EASTERN ASIA,MAN,
9B18M144,,1,BROWN,,WOMAN,
9B18M145,,1,BROWN,SOUTHEASTERN ASIA,MAN,
9B18M146,,0,,,,
9B18M147,,1,ASIAN,SOUTHERN ASIA,MAN,
9B18M148,,0,,,,
9B18M149,,0,,,,
9B18M150,,1,ASIAN,EASTERN ASIA,MAN,41
9B18M151,,0,,,,
9B18M152,,1,WHITE,NORTH AMERICA,MAN,
9B18M154,,1,WHITE,NORTH AMERICA,MAN,
9B18M155,,0,,,,
9B18M157,,1,BROWN,SOUTHERN ASIA,MAN,31
9B18M158,,1,BROWN,NORTH AMERICA,WOMAN,
9B18M159,,1,WHITE,WESTERN EUROPE,MAN,
9B18M162,,1,WHITE,NORTH AMERICA,MAN,
9B18M163,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M164,,1,WHITE,SOUTHERN AFRICA,WOMAN,35
9B18M165,,1,ASIAN,NORTH AMERICA,WOMAN,
9B18M166,,1,WHITE,NORTH AMERICA,MAN,
9B18M167,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M169,,1,ASIAN,EASTERN ASIA,MAN,40
9B18M170,,1,ASIAN,EASTERN ASIA,WOMAN,
9B18M174,,0,,,,
9B18M175,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M176,,1,,SOUTHERN ASIA,MAN,
9B18M177,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M179,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M180,,1,,NORTH AMERICA,MAN,
9B18M181,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B18M182,,0,,,,
9B18M183,,0,,,,
9B18M184,,1,ASIAN,EASTERN ASIA,MAN,
9B18M185,,1,WHITE,NORTH AMERICA,MAN,63
9B18M187,,1,ASIAN,EASTERN ASIA,MAN,0
9B18M189,,1,WHITE,EASTERN EUROPE,MAN,
9B18M190,,0,,,,
9B18M191,,0,,,,
9B18M192,,0,,,,
9B18M193,,1,ASIAN,EASTERN ASIA,MAN,
9B18M194,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M195,,1,ASIAN,EASTERN ASIA,WOMAN,
9B18M196,,1,ASIAN,EASTERN ASIA,MAN,
9B18M197,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M198,,0,,,,
9B18M199,,1,BROWN,SOUTHERN ASIA,MAN,58
9B18M200,,0,,,,
9B18M201,,1,BROWN,SOUTHERN ASIA,MAN,
9B18M202,,1,WHITE,NORTH AMERICA,WOMAN,
9B18M203,,1,WHITE,NORTH AMERICA,MAN,
9B18N002,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B18N003,,1,BROWN,NORTH AMERICA,MAN,
9B18N005,,1,WHITE,NORTH AMERICA,MAN,73
9B18N006,,1,ASIAN,EASTERN ASIA,WOMAN,
9B18N007,,0,,,,
9B18N008,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B18N010,,1,BROWN,NORTH AMERICA,WOMAN,
9B18N011,,1,WHITE,SOUTHERN ASIA,MAN,
9B18N013,,0,,,,
9B18N014,,1,,NORTH AMERICA,WOMAN,
9B18N015,,1,ASIAN,NORTH AMERICA,MAN,54
9B18N017,,1,WHITE,EASTERN ASIA,MAN,
9B18N018,,1,,,WOMAN,
9B18N019,,0,,,,
9B18N020,,0,,,,
9B18N021,,0,,,,
9B18N022,,1,WHITE,NORTH AMERICA,MAN,
9B18N023,,1,BROWN,SOUTHERN ASIA,MAN,
9B18N024,,1,BROWN,SOUTHERN ASIA,MAN,
9B18N025,,1,,,,0
9B18N026,,0,,,,
9B18N027,,1,WHITE,NORTH AMERICA,MAN,
9B19A001,,0,,,,
9B19A002,,1,WHITE,NORTH AMERICA,MAN,
9B19A003,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A004,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A005,,1,WHITE,NORTHERN EUROPE,MAN,50
9B19A006,,1,WHITE,NORTH AMERICA,MAN,52
9B19A007,,0,,,,
9B19A008,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A009,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A010,,1,WHITE,NORTH AMERICA,MAN,
9B19A012,,1,WHITE,NORTH AMERICA,WOMAN,
9B19A013,,0,,,,
9B19A014,,1,,,WOMAN,
9B19A016,,1,ASIAN,EASTERN ASIA,MAN,
9B19A017,,1,WHITE,NORTH AMERICA,MAN,74
9B19A019,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A020,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A021,,1,WHITE,NORTHERN EUROPE,MAN,
9B19A023,,1,WHITE,NORTH AMERICA,MAN,28
9B19A027,,1,ASIAN,NORTH AMERICA,MAN,
9B19A028,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A030,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A031,,1,BROWN,SOUTHEASTERN ASIA,MAN,
9B19A033,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A034,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B19A035,,1,WHITE,NORTH AMERICA,MAN,
9B19A037,,1,WHITE,SOUTHERN AFRICA,MAN,
9B19A038,,1,ASIAN,EASTERN ASIA,MAN,
9B19A039,,1,WHITE,NORTH AMERICA,MAN,
9B19A043,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A052,,0,,,,
9B19A053,,1,WHITE,NORTH AMERICA,MAN,49
9B19A054,,1,BROWN,SOUTHERN ASIA,MAN,
9B19A055,,1,WHITE,NORTH AMERICA,MAN,
9B19A056,,1,WHITE,NORTH AMERICA,WOMAN,
9B19A057,,0,,,,
9B19A058,,1,BROWN,SOUTHERN ASIA,MAN,
9B19B001,,1,,,,
9B19B002,,1,WHITE,NORTH AMERICA,MAN,
9B19B003,,1,BROWN,SOUTHERN ASIA,MAN,
9B19B004,,0,,,,
9B19B005,,1,WHITE,NORTH AMERICA,WOMAN,
9B19B006,,0,,,,
9B19B007,,1,WHITE,,MAN,
9B19B008,,1,WHITE,NORTH AMERICA,MAN,
9B19B014,,1,WHITE,NORTH AMERICA,MAN,
9B19B015,,1,WHITE,NORTH AMERICA,MAN,
9B19B016,,1,WHITE,NORTH AMERICA,MAN,
9B19B017,,1,WHITE,NORTH AMERICA,WOMAN,
9B19C001,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B19C002,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B19C003,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B19C004,,1,WHITE,SOUTHERN AFRICA,WOMAN,
9B19C005,,1,ASIAN,UNKNOWN,WOMAN,
9B19C006,,1,WHITE,UNKNOWN,MAN,
9B19C007,,1,WHITE,NORTH AMERICA,WOMAN,49
9B19C008,,1,ASIAN,EASTERN ASIA,MAN,48
9B19C009,,1,WHITE,NORTH AMERICA,MAN,48
9B19C010,,1,BLACK,SOUTHERN AFRICA,WOMAN,
9B19C011,,1,WHITE,WESTERN EUROPE,WOMAN,
9B19C012,,1,WHITE,WESTERN EUROPE,WOMAN,
9B19C013,,1,WHITE,NORTH AMERICA,WOMAN,
9B19C014,,1,ASIAN,EASTERN ASIA,MAN,37
9B19C015,,1,WHITE,NORTH AMERICA,MAN,
9B19C016,,1,BROWN,SOUTHERN ASIA,MAN,
9B19C017,,1,BROWN,SOUTHERN ASIA,MAN,
9B19C018,,1,,SOUTHERN ASIA,MAN,
9B19C019,,1,WHITE,NORTH AMERICA,WOMAN,59
9B19C020,,1,BROWN,NORTH AMERICA,WOMAN,
9B19C021,,1,WHITE,NORTH AMERICA,MAN,
9B19C022,,1,ASIAN,EASTERN ASIA,WOMAN,
9B19C023,,1,ASIAN,EASTERN ASIA,WOMAN,
9B19C024,,1,ASIAN,EASTERN ASIA,WOMAN,
9B19C026,,1,WHITE,EASTERN EUROPE,MAN,
9B19C027,,0,,,,
9B19C028,,1,BROWN,SOUTHERN ASIA,MAN,
9B19C029,,1,WHITE,NORTHERN EUROPE,MAN,
9B19C030,,1,,NORTH AMERICA,WOMAN,
9B19C031,,0,,,,
9B19C032,,0,,,,
9B19D001,,1,BROWN,SOUTHERN ASIA,MAN,
9B19D002,,1,WHITE,NORTH AMERICA,MAN,
9B19D003,,1,BROWN,SOUTHERN ASIA,MAN,
9B19D004,,1,WHITE,NORTH AMERICA,MAN,
9B19D005,,1,WHITE,NORTH AMERICA,MAN,
9B19D006,,1,WHITE,NORTH AMERICA,MAN,
9B19D007,,1,ASIAN,EASTERN ASIA,WOMAN,
9B19D008,,1,ASIAN,NORTH AMERICA,WOMAN,
9B19D009,,1,ASIAN,EASTERN ASIA,MAN,39
9B19D012,,1,ASIAN,NORTH AMERICA,WOMAN,
9B19D013,,1,WHITE,NORTH AMERICA,MAN,53
9B19D015,,1,ASIAN,EASTERN ASIA,WOMAN,
9B19D016,,1,BROWN,SOUTHERN ASIA,MAN,
9B19D021,,0,,,,
9B19D023,,1,ASIAN,EASTERN ASIA,MAN,
9B19D024,,1,WHITE,NORTH AMERICA,MAN,
9B19E001,,1,BROWN,SOUTHERN ASIA,MAN,
9B19E002,,0,,,,
9B19E003,,1,ASIAN,EASTERN ASIA,MAN,
9B19E004,,1,,,WOMAN,
9B19E006,,0,,,,
9B19E007,,1,,,WOMAN,
9B19E008,,1,WHITE,NORTH AMERICA,MAN,
9B19E009,,1,WHITE,NORTH AMERICA,MAN,
9B19E010,,1,BROWN,SOUTHERN ASIA,MAN,
9B19E011,,1,BROWN,WESTERN ASIA,WOMAN,
9B19E012,,1,ASIAN,EASTERN ASIA,MAN,
9B19E013,,1,WHITE,NORTH AMERICA,WOMAN,
9B19E014,,1,WHITE,NORTH AMERICA,MAN,
9B19E015,,1,WHITE,NORTH AMERICA,MAN,
9B19E016,,0,,,,
9B19E022,,1,BROWN,SOUTHERN ASIA,MAN,52
9B19E023,,1,WHITE,NORTH AMERICA,MAN,
9B19M001,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B19M002,,1,WHITE,NORTH AMERICA,MAN,
9B19M003,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M004,,1,ASIAN,SOUTHEASTERN ASIA,MAN,60
9B19M006,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M007,,0,,,,
9B19M008,,1,ASIAN,EASTERN ASIA,MAN,
9B19M009,,1,WHITE,SOUTHERN AFRICA,WOMAN,
9B19M010,,1,ASIAN,EASTERN ASIA,MAN,
9B19M013,,0,,,,
9B19M014,,1,WHITE,EASTERN EUROPE,MAN,
9B19M016,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M017,,1,WHITE,SOUTHERN AFRICA,MAN,
9B19M019,,1,WHITE,SOUTHERN AFRICA,MAN,
9B19M021,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M022,,1,WHITE,NORTHERN EUROPE,MAN,
9B19M023,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M024,,1,WHITE,NORTH AMERICA,MAN,
9B19M025,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M026,,1,WHITE,NORTH AMERICA,MAN,
9B19M027,,1,ASIAN,EASTERN ASIA,WOMAN,
9B19M028,,0,,,,
9B19M029,,1,WHITE,WESTERN EUROPE,MAN,83
9B19M030,,1,WHITE,SOUTHERN AFRICA,MAN,
9B19M031,,1,ASIAN,EASTERN ASIA,MAN,
9B19M032,,1,ASIAN,EASTERN ASIA,MAN,47
9B19M033,,1,WHITE,NORTH AMERICA,MAN,47
9B19M034,,1,ASIAN,EASTERN ASIA,MAN,
9B19M035,,1,WHITE,WESTERN EUROPE,MAN,65
9B19M036,,1,ASIAN,EASTERN ASIA,MAN,
9B19M037,,1,BLACK,NORTH AMERICA,WOMAN,
9B19M038,,1,WHITE,,MAN,
9B19M039,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M041,,1,ASIAN,EASTERN ASIA,MAN,
9B19M042,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M043,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M044,,1,ASIAN,EASTERN ASIA,MAN,43
9B19M046,,1,WHITE,WESTERN EUROPE,MAN,
9B19M047,,0,,,,
9B19M048,,0,,,,
9B19M049,,1,WHITE,NORTH AMERICA,WOMAN,58
9B19M050,,1,WHITE,NORTH AMERICA,MAN,38
9B19M051,,1,ASIAN,EASTERN ASIA,MAN,
9B19M052,,1,ASIAN,SOUTHERN ASIA,MAN,
9B19M053,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B19M054,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B19M055,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M056,,1,WHITE,NORTH AMERICA,MAN,
9B19M057,,1,WHITE,NORTHERN EUROPE,MAN,58
9B19M058,,0,,,,
9B19M059,,1,BROWN,SOUTHEASTERN ASIA,MAN,
9B19M062,,1,ASIAN,EASTERN ASIA,MAN,
9B19M063,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M064,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M065,,1,BROWN,SOUTHERN ASIA,MAN,61
9B19M066,,1,WHITE,SOUTHERN EUROPE,MAN,62
9B19M067,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B19M069,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M070,,0,,,,
9B19M071,,1,ASIAN,NORTH AMERICA,MAN,
9B19M072,,0,,,,
9B19M073,,1,ASIAN,EASTERN ASIA,MAN,61
9B19M074,,1,ASIAN,EASTERN ASIA,MAN,
9B19M075,,1,ASIAN,EASTERN ASIA,MAN,
9B19M076,,1,WHITE,NORTHERN EUROPE,MAN,65
9B19M077,,1,WHITE,NORTHERN EUROPE,MAN,65
9B19M078,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M079,,1,BROWN,WESTERN ASIA,MAN,
9B19M080,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B19M081,,1,ASIAN,EASTERN ASIA,MAN,41
9B19M083,,0,,,,
9B19M084,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M085,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M086,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M091,,1,WHITE,NORTH AMERICA,WOMAN,
9B19M092,,1,WHITE,EASTERN ASIA,MAN,64
9B19M095,,0,,,,
9B19M096,,1,,WESTERN ASIA,MAN,
9B19M099,,1,WHITE,SOUTHERN AFRICA,MAN,47
9B19M100,,0,,,,
9B19M102,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M103,,0,,,,
9B19M104,,1,,,,
9B19M105,,0,,,,
9B19M106,,1,ASIAN,EASTERN ASIA,MAN,
9B19M112,,1,,,MAN,
9B19M113,,1,BROWN,WESTERN ASIA,MAN,
9B19M118,,0,ASIAN,,MAN,
9B19M119,,0,,,,
9B19M121,,1,,WESTERN ASIA,WOMAN,
9B19M122,,1,WHITE,NORTHERN EUROPE,MAN,60
9B19M123,,1,BROWN,SOUTHERN ASIA,MAN,26
9B19M124,,1,WHITE,EASTERN ASIA,MAN,
9B19M125,,1,WHITE,WESTERN EUROPE,MAN,53
9B19M128,,0,,,,
9B19M129,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M130,,1,WHITE,NORTH AMERICA,MAN,65
9B19M131,,1,WHITE,NORTH AMERICA,MAN,
9B19M133,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M134,,0,,,,
9B19M135,,1,ASIAN,EASTERN ASIA,MAN,
9B19M136,,0,,,,
9B19M137,,0,,,,
9B19M138,,1,BLACK,SOUTHERN AFRICA,MAN,
9B19M139,,0,,,,
9B19M140,,1,BROWN,SOUTHERN ASIA,MAN,
9B19M141,,1,WHITE,NORTH AMERICA,MAN,
9B19N001,,0,,,,
9B19N002,,1,WHITE,WESTERN EUROPE,MAN,
9B19N003,,1,WHITE,WESTERN EUROPE,MAN,
9B19N004,,1,BROWN,SOUTHERN ASIA,MAN,
9B19N005,,0,,,,
9B19N006,,1,ASIAN,EASTERN ASIA,MAN,
9B19N007,,1,WHITE,NORTH AMERICA,MAN,89
9B19N008,,1,ASIAN,EASTERN ASIA,MAN,56
9B19N009,,1,WHITE,NORTH AMERICA,MAN,
9B19N010,,1,BROWN,SOUTHERN ASIA,MAN,
9B19N012,,0,,,,
9B19N013,,1,BROWN,NORTH AMERICA,WOMAN,
9B19N014,,1,WHITE,NORTHERN EUROPE,MAN,
9B19N015,,1,WHITE,NORTH AMERICA,WOMAN,
9B19N016,,0,,,,
9B19N020,,0,,,,
9B19N021,,1,ASIAN,SOUTHEASTERN ASIA,WOMAN,
9B19N022,,1,WHITE,NORTH AMERICA,WOMAN,
9B19N023,,1,ASIAN,EASTERN ASIA,MAN,
9B19N024,,1,WHITE,SOUTHEASTERN ASIA,WOMAN,
9B21A001,,1,,NORTH AMERICA,MAN,
9B21A002,,1,BROWN,SOUTHERN ASIA,MAN,37
9B21A003,,1,ASIAN,SOUTHERN ASIA,MAN,
9B21A004,,1,WHITE,NORTH AMERICA,MAN,
9B21A005,,1,WHITE,NORTH AMERICA,MAN,
9B21A006,,1,WHITE,NORTH AMERICA,WOMAN,
9B21A008,,1,BROWN,SOUTHERN ASIA,MAN,26
9B21A009,,1,ASIAN,SOUTHERN ASIA,MAN,
9B21A011,,1,BROWN,SOUTHERN ASIA,MAN,
9B21A012,,1,BROWN,NORTH AMERICA,WOMAN,
9B21A013,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B21A014,,1,WHITE,NORTH AMERICA,MAN,
9B21A015,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B21A016,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B21A017,,1,WHITE,NORTH AMERICA,WOMAN,
9B21A018,,0,,,,
9B21A019,,1,BROWN,SOUTHERN ASIA,MAN,
9B21A020,,1,BROWN,UNKNOWN,WOMAN,
9B21A022,,1,WHITE,NORTH AMERICA,MAN,
9B21A023,,1,,NORTH AMERICA,WOMAN,
9B21B001,,1,,NORTH AMERICA,MAN,
9B21B002,,1,WHITE,NORTH AMERICA,WOMAN,
9B21B003,,1,WHITE,WESTERN EUROPE,WOMAN,
9B21B004,,1,WHITE,NORTH AMERICA,MAN,
9B21B005,,1,,UNKNOWN,WOMAN,
9B21B006,,1,,,WOMAN,
9B21B007,,1,WHITE,NORTH AMERICA,MAN,
9B21B008,,1,WHITE,NORTH AMERICA,WOMAN,
9B21B009,,0,,,,
9B21B010,,1,WHITE,NORTH AMERICA,WOMAN,
9B21B011,,1,WHITE,NORTH AMERICA,MAN,
9B21B012,,0,,,,
9B21B013,,1,BROWN,SOUTHERN ASIA,MAN,
9B21C001,,1,BROWN,SOUTHERN ASIA,MAN,
9B21C002,,1,ASIAN,NORTH AMERICA,MAN,
9B21C004,,1,WHITE,NORTH AMERICA,MAN,
9B21C005,,1,WHITE,NORTH AMERICA,WOMAN,
9B21C006,,1,WHITE,NORTH AMERICA,MAN,
9B21C007,,1,WHITE,NORTH AMERICA,MAN,
9B21C008,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B21C010,,1,WHITE,NORTH AMERICA,WOMAN,
9B21C012,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B21C013,,1,WHITE,NORTH AMERICA,WOMAN,
9B21C015,,1,WHITE,SOUTHERN AFRICA,MAN,
9B21C016,,1,WHITE,NORTH AMERICA,WOMAN,
9B21C017,,1,WHITE,NORTH AMERICA,WOMAN,
9B21C018,,1,WHITE,NORTH AMERICA,MAN,
9B21C019,,1,WHITE,NORTH AMERICA,MAN,
9B21C020,,1,WHITE,UNKNOWN,WOMAN,24
9B21C026,,1,BLACK,WESTERN AFRICA,MAN,
9B21C028,,1,BROWN,SOUTHERN ASIA,MAN,
9B21D005,,1,ASIAN,EASTERN ASIA,MAN,
9B21D006,,1,WHITE,NORTH AMERICA,WOMAN,
9B21D007,,1,ASIAN,EASTERN ASIA,MAN,
9B21D008,,1,BROWN,SOUTHERN ASIA,MAN,
9B21D009,,1,ASIAN,EASTERN ASIA,MAN,
9B21D010,,1,,,MAN,
9B21D012,,1,,UNKNOWN,WOMAN,
9B21E001,,1,WHITE,NORTH AMERICA,MAN,
9B21E002,,1,ASIAN,SOUTHERN ASIA,MAN,
9B21E003,,1,BROWN,SOUTHERN ASIA,MAN,
9B21E004,,0,,,,
9B21E005,,0,,,,
9B21E006,,1,ASIAN,EASTERN ASIA,MAN,
9B21E007,,1,ASIAN,EASTERN ASIA,MAN,
9B21E008,,1,WHITE,NORTH AMERICA,MAN,
9B21E009,,1,WHITE,NORTH AMERICA,WOMAN,
9B21E010,,1,ASIAN,EASTERN ASIA,MAN,
9B21E011,,1,WHITE,NORTH AMERICA,WOMAN,
9B21M001,,0,,,,
9B21M002,,0,,,,
9B21M003,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B21M004,,1,WHITE,NORTH AMERICA,MAN,
9B21M005,,1,WHITE,NORTH AMERICA,MAN,
9B21M006,,0,,,,
9B21M007,,1,,SOUTHERN AFRICA,WOMAN,
9B21M008,,1,,SOUTHERN AFRICA,WOMAN,
9B21M009,,1,,SOUTHEASTERN ASIA,MAN,
9B21M010,,1,,NORTH AMERICA,MAN,
9B21M011,,0,,,,
9B21M012,,1,,NORTH AMERICA,MAN,
9B21M013,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B21M014,,0,,,,
9B21M015,,1,WHITE,NORTH AMERICA,MAN,
9B21M016,,1,WHITE,WESTERN EUROPE,MAN,
9B21M017,,1,ASIAN,EASTERN ASIA,MAN,
9B21M018,,1,WHITE,NORTH AMERICA,MAN,
9B21M019,,1,WHITE,AUSTRALIA AND NEW ZEALAND,WOMAN,
9B21M020,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B21M021,,1,WHITE,NORTH AMERICA,WOMAN,34
9B21M022,,1,WHITE,SOUTH AMERICA,MAN,
9B21M023,,1,WHITE,NORTHERN EUROPE,WOMAN,
9B21M024,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M025,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,39
9B21M026,,1,WHITE,NORTH AMERICA,WOMAN,
9B21M027,,1,ASIAN,EASTERN ASIA,MAN,
9B21M028,,1,WHITE,UNKNOWN,MAN,
9B21M029,,1,ASIAN,EASTERN ASIA,MAN,
9B21M030,,1,,,MAN,
9B21M031,,0,,,,
9B21M032,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M033,,1,WHITE,NORTH AMERICA,MAN,
9B21M034,,1,WHITE,NORTH AMERICA,WOMAN,
9B21M035,,1,BLACK,WESTERN AFRICA,MAN,
9B21M036,,0,,,,
9B21M038,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M039,,1,ASIAN,NORTH AMERICA,MAN,
9B21M040,,0,,,,
9B21M041,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B21M042,,,,,,
9B21M043,,1,WHITE,NORTH AMERICA,MAN,
9B21M044,,0,,,,
9B21M045,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M046,,0,,,,
9B21M047,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M048,,1,WHITE,WESTERN EUROPE,MAN,
9B21M050,,1,WHITE,NORTH AMERICA,WOMAN,
9B21M051,,1,WHITE,SOUTHERN AFRICA,MAN,
9B21M052,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M053,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M054,,1,BROWN,SOUTHERN ASIA,MAN,
9B21M055,,1,INDIGENOUS,NORTH AMERICA,WOMAN,
9B21M056,,0,,,,
9B21M057,,1,WHITE,NORTH AMERICA,MAN,
9B21M058,,1,WHITE,NORTH AMERICA,WOMAN,
9B21M059,,1,ASIAN,EASTERN ASIA,,
9B21M060,,0,,,,
9B21M061,,1,ASIAN,EASTERN ASIA,MAN,
9B21M062,,0,,,,
9B21M063,,1,WHITE,NORTH AMERICA,MAN,
9B21M064,,1,ASIAN,EASTERN ASIA,MAN,
9B21M066,,0,,,,
9B21M068,,0,,,,
9B21M070,,1,WHITE,SOUTHERN AFRICA,WOMAN,
9B21N001,,1,ASIAN,EASTERN ASIA,MAN,
9B21N002,,1,WHITE,NORTH AMERICA,MAN,
9B21N003,,1,BROWN,SOUTHERN ASIA,MAN,
9B21N006,,1,,UNKNOWN,MAN,
